session_id	event_id	subevent_id	t_start	t_end	label	date_labeled
2020_11_15_18_23_18	283	4	1.0	1.25	bark	2021-03-16 18:01:55.038118
2020_11_15_18_23_18	283	5	1.25	1.5	bark	2021-03-16 18:01:55.622394
2020_11_15_18_23_18	283	6	1.5	1.75	bark	2021-03-16 18:01:56.156654
2020_11_15_18_23_18	283	7	1.75	2.0	bark	2021-03-16 18:01:56.796373
2020_11_15_18_23_18	163	0	0.0	0.25	bark	2021-03-16 18:02:00.053146
2020_11_15_18_23_18	163	1	0.25	0.5	bark	2021-03-16 18:02:00.652197
2020_11_15_18_23_18	163	2	0.5	0.75	bark	2021-03-16 18:02:01.244564
2020_11_15_18_23_18	163	3	0.75	1.0	bark	2021-03-16 18:02:01.980660
2020_11_07_16_55_23	47	0	0.0	0.25	play	2021-03-16 18:02:05.045192
2020_11_07_16_55_23	47	1	0.25	0.5	play	2021-03-16 18:02:05.612590
2020_11_07_16_55_23	47	2	0.5	0.75	play	2021-03-16 18:02:06.156862
2020_11_07_16_55_23	47	3	0.75	1.0	play	2021-03-16 18:02:06.764559
2021_01_16_14_38_31	81	0	0.0	0.25	whine	2021-03-16 18:02:11.996086
2021_01_16_14_38_31	81	1	0.25	0.5	howl	2021-03-16 18:02:13.148597
2021_01_16_14_38_31	81	2	0.5	0.75	howl	2021-03-16 18:02:13.959859
2021_01_16_14_38_31	81	3	0.75	1.0	howl	2021-03-16 18:02:14.592599
2021_01_16_14_38_31	81	4	1.0	1.25	howl	2021-03-16 18:02:15.147469
2021_01_16_14_38_31	81	5	1.25	1.5	howl	2021-03-16 18:02:15.669369
2021_01_16_14_38_31	81	6	1.5	1.75	howl	2021-03-16 18:02:16.200185
2021_01_16_14_38_31	81	7	1.75	2.0	howl	2021-03-16 18:02:16.737909
2021_01_16_14_38_31	81	8	2.0	2.25	howl	2021-03-16 18:02:17.252191
2021_01_12_20_41_21	29	0	0.0	0.25	play	2021-03-16 18:02:23.635250
2021_01_12_20_41_21	29	1	0.25	0.5	play	2021-03-16 18:02:24.128624
2021_01_12_20_41_21	29	2	0.5	0.75	play	2021-03-16 18:02:24.569469
2021_01_12_20_41_21	29	3	0.75	1.0	play	2021-03-16 18:02:25.002473
2021_01_12_20_41_21	29	4	1.0	1.25	play	2021-03-16 18:02:25.393984
2021_01_12_20_41_21	29	5	1.25	1.5	play	2021-03-16 18:02:25.821825
2021_01_12_20_41_21	29	6	1.5	1.75	play	2021-03-16 18:02:26.328402
2021_01_12_20_41_21	29	7	1.75	2.0	play	2021-03-16 18:02:26.785322
2021_01_12_20_41_21	29	8	2.0	2.25	play	2021-03-16 18:02:27.233466
2021_01_12_20_41_21	29	9	2.25	2.5	play	2021-03-16 18:02:27.656210
2021_01_21_10_28_44	29	0	0.0	0.25	howl	2021-03-16 18:02:32.896681
2021_01_21_10_28_44	29	1	0.25	0.5	howl	2021-03-16 18:02:33.561044
2021_01_21_10_28_44	29	2	0.5	0.75	howl	2021-03-16 18:02:34.048599
2021_01_21_10_28_44	29	3	0.75	1.0	howl	2021-03-16 18:02:34.465886
2021_01_21_10_28_44	29	4	1.0	1.25	howl	2021-03-16 18:02:34.868844
2021_01_21_10_28_44	29	5	1.25	1.5	howl	2021-03-16 18:02:35.264604
2021_01_21_10_28_44	29	6	1.5	1.75	howl	2021-03-16 18:02:35.668993
2021_01_21_10_28_44	29	7	1.75	2.0	howl	2021-03-16 18:02:36.064954
2021_01_21_10_28_44	29	8	2.0	2.25	howl	2021-03-16 18:02:36.464803
2021_01_21_10_28_44	29	9	2.25	2.5	howl	2021-03-16 18:02:36.860855
2021_01_21_10_28_44	29	10	2.5	2.75	howl	2021-03-16 18:02:37.329064
2021_01_21_10_28_44	29	11	2.75	3.0	howl	2021-03-16 18:02:37.779330
2021_01_14_10_07_32	141	0	0.0	0.25	whine	2021-03-16 18:02:40.305351
2020_12_11_15_00_16	27	0	0.0	0.25	play	2021-03-16 18:02:43.067169
2020_12_11_15_00_16	27	1	0.25	0.5	play	2021-03-16 18:02:43.745913
2021_01_21_21_14_30	45	0	0.0	0.25	whine	2021-03-16 18:02:56.428917
2021_01_21_21_14_30	45	1	0.25	0.5	whine	2021-03-16 18:02:57.093561
2021_01_21_21_14_30	45	2	0.5	0.75	whine	2021-03-16 18:02:58.132793
2021_01_21_21_14_30	45	3	0.75	1.0	howl	2021-03-16 18:02:58.726456
2021_01_21_21_14_30	45	4	1.0	1.25	howl	2021-03-16 18:02:59.261310
2021_01_21_21_14_30	45	5	1.25	1.5	howl	2021-03-16 18:02:59.744633
2021_01_21_21_14_30	45	6	1.5	1.75	howl	2021-03-16 18:03:00.175917
2021_01_21_21_14_30	45	7	1.75	2.0	howl	2021-03-16 18:03:00.606127
2021_01_21_21_14_30	45	8	2.0	2.25	howl	2021-03-16 18:03:01.158892
2021_01_21_21_14_30	45	9	2.25	2.5	howl	2021-03-16 18:03:01.759872
2021_01_21_21_14_30	45	10	2.5	2.75	howl	2021-03-16 18:03:02.777572
2020_12_13_17_59_45	47	0	0.0	0.25	whine	2021-03-16 18:03:05.365478
2020_12_13_17_59_45	47	1	0.25	0.5	whine	2021-03-16 18:03:05.961413
2021_01_26_13_34_47	204	0	0.0	0.25	whine	2021-03-16 18:03:11.774299
2021_01_26_13_34_47	204	1	0.25	0.5	whine	2021-03-16 18:03:12.309207
2021_01_26_13_34_47	204	2	0.5	0.75	whine	2021-03-16 18:03:12.861142
2021_01_26_13_34_47	204	3	0.75	1.0	whine	2021-03-16 18:03:13.458257
2021_02_14_14_11_26	51	0	0.0	0.25	whine	2021-03-16 18:03:19.013183
2020_11_17_18_23_54	68	0	0.0	0.25	bark	2021-03-16 18:03:42.017846
2020_11_17_18_23_54	68	1	0.25	0.5	bark	2021-03-16 18:03:42.748061
2020_11_17_18_23_54	68	2	0.5	0.75	bark	2021-03-16 18:03:43.426067
2020_11_17_18_23_54	68	3	0.75	1.0	bark	2021-03-16 18:03:44.089242
2020_11_17_18_23_54	68	4	1.0	1.25	bark	2021-03-16 18:03:44.785500
2020_11_17_18_23_54	68	5	1.25	1.5	bark	2021-03-16 18:03:46.090771
2020_11_17_18_23_54	68	6	1.5	1.75	play	2021-03-16 18:03:46.993656
2020_11_17_18_23_54	68	7	1.75	2.0	play	2021-03-16 18:03:47.490221
2020_11_17_18_23_54	68	8	2.0	2.25	play	2021-03-16 18:03:48.010364
2020_11_17_18_23_54	68	9	2.25	2.5	play	2021-03-16 18:03:48.439957
2020_11_17_18_23_54	68	10	2.5	2.75	play	2021-03-16 18:03:48.870750
2020_11_17_18_23_54	68	11	2.75	3.0	play	2021-03-16 18:03:49.298048
2020_11_17_18_23_54	68	12	3.0	3.25	play	2021-03-16 18:03:49.713023
2020_11_17_18_23_54	68	13	3.25	3.5	play	2021-03-16 18:03:50.143488
2020_11_17_18_23_54	68	14	3.5	3.75	play	2021-03-16 18:03:50.553257
2020_11_17_18_23_54	68	15	3.75	4.0	play	2021-03-16 18:03:50.961687
2020_11_17_18_23_54	68	16	4.0	4.25	play	2021-03-16 18:03:51.353465
2020_11_17_18_23_54	68	17	4.25	4.5	play	2021-03-16 18:03:51.745681
2020_11_17_18_23_54	68	18	4.5	4.75	play	2021-03-16 18:03:52.155985
2020_11_17_18_23_54	68	19	4.75	5.0	play	2021-03-16 18:03:52.558825
2020_11_17_18_23_54	68	20	5.0	5.25	play	2021-03-16 18:03:52.980218
2020_11_17_18_23_54	68	21	5.25	5.5	play	2021-03-16 18:03:53.412740
2020_11_17_18_23_54	68	22	5.5	5.75	play	2021-03-16 18:03:53.861274
2020_11_17_18_23_54	68	23	5.75	6.0	play	2021-03-16 18:03:54.296203
2020_11_17_18_23_54	68	24	6.0	6.25	play	2021-03-16 18:03:54.793541
2020_11_17_18_23_54	68	25	6.25	6.5	play	2021-03-16 18:03:55.271051
2020_11_17_18_23_54	68	26	6.5	6.75	play	2021-03-16 18:03:55.718148
2020_11_17_18_23_54	68	27	6.75	7.0	play	2021-03-16 18:03:56.213101
2020_11_17_18_23_54	68	28	7.0	7.25	play	2021-03-16 18:03:56.677076
2020_11_17_18_23_54	68	29	7.25	7.5	play	2021-03-16 18:03:57.120004
2020_11_17_18_23_54	68	30	7.5	7.75	play	2021-03-16 18:03:57.598013
2020_11_17_18_23_54	68	31	7.75	8.0	play	2021-03-16 18:03:58.142478
2020_11_17_18_23_54	68	32	8.0	8.25	play	2021-03-16 18:03:58.666589
2020_11_17_18_23_54	68	33	8.25	8.5	play	2021-03-16 18:03:59.178328
2020_11_17_18_23_54	68	34	8.5	8.75	play	2021-03-16 18:03:59.677765
2020_11_17_18_23_54	68	35	8.75	9.0	play	2021-03-16 18:04:00.245473
2020_11_17_18_23_54	68	36	9.0	9.25	play	2021-03-16 18:04:00.818356
2020_11_17_18_23_54	68	37	9.25	9.5	play	2021-03-16 18:04:01.344052
2020_11_17_18_23_54	68	38	9.5	9.75	play	2021-03-16 18:04:01.885806
2021_02_13_19_19_33	1311	0	0.0	0.25	whine	2021-03-16 18:04:06.269592
2021_02_13_19_19_33	1311	1	0.25	0.5	whine	2021-03-16 18:04:06.752126
2021_02_13_19_19_33	1311	2	0.5	0.75	whine	2021-03-16 18:04:07.241933
2021_02_13_19_19_33	1311	3	0.75	1.0	whine	2021-03-16 18:04:07.675694
2021_02_13_19_19_33	1311	4	1.0	1.25	whine	2021-03-16 18:04:08.077776
2021_02_13_19_19_33	1311	5	1.25	1.5	whine	2021-03-16 18:04:08.482812
2021_02_13_19_19_33	1311	6	1.5	1.75	whine	2021-03-16 18:04:08.870234
2021_02_13_19_19_33	1311	7	1.75	2.0	whine	2021-03-16 18:04:09.259443
2021_02_13_19_19_33	1311	8	2.0	2.25	whine	2021-03-16 18:04:09.781396
2020_12_11_15_00_16	15	0	0.0	0.25	bark	2021-03-16 18:04:13.874140
2020_12_11_15_00_16	15	1	0.25	0.5	play	2021-03-16 18:04:15.470640
2020_12_11_15_00_16	15	2	0.5	0.75	play	2021-03-16 18:04:16.009081
2020_12_11_15_00_16	15	3	0.75	1.0	play	2021-03-16 18:04:16.501882
2020_12_11_15_00_16	15	4	1.0	1.25	play	2021-03-16 18:04:16.977744
2020_12_11_15_00_16	15	5	1.25	1.5	play	2021-03-16 18:04:17.445996
2020_12_11_15_00_16	15	6	1.5	1.75	play	2021-03-16 18:04:17.886916
2020_12_06_13_48_36	8	0	0.0	0.25	whine	2021-03-16 18:04:20.677753
2020_12_06_13_48_36	8	1	0.25	0.5	whine	2021-03-16 18:04:21.241749
2020_12_11_15_00_16	36	0	0.0	0.25	play	2021-03-16 18:04:49.362098
2020_11_15_18_23_18	13	0	0.0	0.25	bark	2021-03-16 18:04:52.186328
2020_11_15_18_23_18	13	1	0.25	0.5	none	2021-03-16 18:04:56.803455
2020_11_15_18_23_18	13	2	0.5	0.75	play	2021-03-16 18:04:58.814286
2020_11_15_18_23_18	13	3	0.75	1.0	play	2021-03-16 18:04:59.799812
2021_03_03_12_47_56	391	0	0.0	0.25	scratch_door	2021-03-16 18:05:05.358430
2021_03_03_12_47_56	391	1	0.25	0.5	scratch_door	2021-03-16 18:05:06.070347
2021_03_03_12_47_56	391	2	0.5	0.75	scratch_door	2021-03-16 18:05:06.701481
2021_03_03_12_47_56	391	3	0.75	1.0	scratch_door	2021-03-16 18:05:07.422274
2021_01_26_13_34_47	107	0	0.0	0.25	whine	2021-03-16 18:05:13.230950
2021_01_21_10_28_44	33	0	0.0	0.25	whine	2021-03-16 18:05:16.266132
2021_01_21_10_28_44	33	1	0.25	0.5	whine	2021-03-16 18:05:16.830408
2021_01_21_10_28_44	33	2	0.5	0.75	whine	2021-03-16 18:05:17.326040
2021_01_21_10_28_44	33	3	0.75	1.0	whine	2021-03-16 18:05:17.792246
2021_01_21_10_28_44	33	4	1.0	1.25	whine	2021-03-16 18:05:18.238571
2021_01_21_10_28_44	33	5	1.25	1.5	whine	2021-03-16 18:05:18.670148
2021_01_21_10_28_44	33	6	1.5	1.75	whine	2021-03-16 18:05:19.133652
2021_01_21_21_14_30	81	0	0.0	0.25	whine	2021-03-16 18:05:24.455520
2021_01_21_21_14_30	81	1	0.25	0.5	whine	2021-03-16 18:05:25.411986
2021_01_21_21_14_30	81	2	0.5	0.75	howl	2021-03-16 18:05:26.014939
2021_01_21_21_14_30	81	3	0.75	1.0	howl	2021-03-16 18:05:26.518055
2021_01_21_21_14_30	81	4	1.0	1.25	howl	2021-03-16 18:05:26.969789
2021_01_21_21_14_30	81	5	1.25	1.5	howl	2021-03-16 18:05:27.419292
2021_01_21_21_14_30	81	6	1.5	1.75	howl	2021-03-16 18:05:27.846434
2021_01_21_21_14_30	81	7	1.75	2.0	howl	2021-03-16 18:05:28.270876
2021_01_21_21_14_30	81	8	2.0	2.25	howl	2021-03-16 18:05:28.680505
2021_01_21_21_14_30	81	9	2.25	2.5	howl	2021-03-16 18:05:29.094391
2021_01_21_21_14_30	81	10	2.5	2.75	howl	2021-03-16 18:05:29.526463
2021_01_21_21_14_30	81	11	2.75	3.0	howl	2021-03-16 18:05:29.942920
2020_11_07_16_55_23	72	0	0.0	0.25	play	2021-03-16 18:05:37.010784
2020_11_07_16_55_23	72	1	0.25	0.5	play	2021-03-16 18:05:37.603727
2021_03_05_20_10_07	165	0	0.0	0.25	whine	2021-03-16 18:05:40.090942
2021_03_03_12_47_56	47	0	0.0	0.25	whine	2021-03-16 18:05:42.626480
2021_02_13_19_19_33	693	0	0.0	0.25	whine	2021-03-16 18:05:45.102240
2021_02_13_19_19_33	693	1	0.25	0.5	whine	2021-03-16 18:05:45.758236
2020_11_29_15_42_52	184	0	0.0	0.25	bark	2021-03-16 18:05:48.263071
2020_11_29_15_42_52	184	1	0.25	0.5	bark	2021-03-16 18:05:48.932007
2021_02_13_19_19_33	799	0	0.0	0.25	whine	2021-03-16 18:06:07.002338
2021_02_13_19_19_33	799	1	0.25	0.5	whine	2021-03-16 18:06:07.454973
2021_02_13_19_19_33	799	2	0.5	0.75	whine	2021-03-16 18:06:07.872752
2021_02_13_19_19_33	799	3	0.75	1.0	whine	2021-03-16 18:06:08.261527
2021_02_13_19_19_33	799	4	1.0	1.25	whine	2021-03-16 18:06:08.694768
2021_02_13_19_19_33	799	5	1.25	1.5	whine	2021-03-16 18:06:09.182294
2021_02_13_19_19_33	799	6	1.5	1.75	whine	2021-03-16 18:06:09.735015
2020_12_13_17_59_45	14	0	0.0	0.25	whine	2021-03-16 18:06:26.142479
2020_12_13_17_59_45	14	1	0.25	0.5	whine	2021-03-16 18:06:26.695885
2020_12_13_17_59_45	14	2	0.5	0.75	whine	2021-03-16 18:06:27.168398
2020_12_13_17_59_45	14	3	0.75	1.0	whine	2021-03-16 18:06:27.622728
2020_12_13_17_59_45	14	4	1.0	1.25	whine	2021-03-16 18:06:28.038364
2020_11_16_19_15_50	149	0	0.0	0.25	bark	2021-03-16 18:06:30.322939
2021_03_05_20_10_07	603	0	0.0	0.25	bark	2021-03-16 18:06:33.262640
2021_03_05_20_10_07	603	1	0.25	0.5	bark	2021-03-16 18:06:33.814717
2021_03_05_20_10_07	603	2	0.5	0.75	bark	2021-03-16 18:06:34.407131
2021_03_05_20_10_07	603	3	0.75	1.0	bark	2021-03-16 18:06:34.994605
2021_03_05_20_10_07	603	4	1.0	1.25	bark	2021-03-16 18:06:35.599910
2020_12_11_15_00_16	14	0	0.0	0.25	play	2021-03-16 18:06:38.858871
2020_12_11_15_00_16	14	1	0.25	0.5	play	2021-03-16 18:06:39.371265
2020_12_11_15_00_16	14	2	0.5	0.75	play	2021-03-16 18:06:39.866872
2020_12_11_15_00_16	14	3	0.75	1.0	play	2021-03-16 18:06:40.340416
2020_12_13_17_59_45	71	0	0.0	0.25	whine	2021-03-16 18:06:45.612100
2020_12_13_17_59_45	71	1	0.25	0.5	whine	2021-03-16 18:06:46.123895
2020_12_13_17_59_45	71	2	0.5	0.75	whine	2021-03-16 18:06:46.595973
2020_12_13_17_59_45	71	3	0.75	1.0	whine	2021-03-16 18:06:47.052743
2020_12_13_17_59_45	71	4	1.0	1.25	whine	2021-03-16 18:06:47.517581
2020_12_13_17_59_45	71	5	1.25	1.5	whine	2021-03-16 18:06:47.939963
2020_12_13_17_59_45	71	6	1.5	1.75	whine	2021-03-16 18:06:48.364242
2020_12_13_17_59_45	71	7	1.75	2.0	whine	2021-03-16 18:06:48.826237
2020_12_13_17_59_45	71	8	2.0	2.25	whine	2021-03-16 18:06:49.371010
2021_01_19_13_59_02	49	0	0.0	0.25	howl	2021-03-16 18:06:53.843477
2021_01_19_13_59_02	49	1	0.25	0.5	howl	2021-03-16 18:06:54.348649
2021_01_19_13_59_02	49	2	0.5	0.75	howl	2021-03-16 18:06:54.779372
2021_01_19_13_59_02	49	3	0.75	1.0	howl	2021-03-16 18:06:55.206144
2021_01_19_13_59_02	49	4	1.0	1.25	howl	2021-03-16 18:06:55.638819
2021_01_19_13_59_02	49	5	1.25	1.5	howl	2021-03-16 18:06:56.091367
2021_01_19_13_59_02	49	6	1.5	1.75	howl	2021-03-16 18:06:56.563259
2021_01_19_13_59_02	49	7	1.75	2.0	howl	2021-03-16 18:06:57.084149
2021_01_19_13_59_02	49	8	2.0	2.25	howl	2021-03-16 18:06:58.238705
2020_11_07_16_55_23	32	0	0.0	0.25	play	2021-03-16 18:07:01.156270
2020_11_07_16_55_23	32	1	0.25	0.5	play	2021-03-16 18:07:01.678636
2020_11_07_16_55_23	32	2	0.5	0.75	play	2021-03-16 18:07:02.189494
2020_11_07_16_55_23	32	3	0.75	1.0	play	2021-03-16 18:07:02.679537
2021_01_26_13_34_47	5	0	0.0	0.25	whine	2021-03-16 18:07:05.611104
2021_01_26_13_34_47	5	1	0.25	0.5	whine	2021-03-16 18:07:06.123062
2021_01_26_13_34_47	5	2	0.5	0.75	whine	2021-03-16 18:07:06.539104
2021_01_26_13_34_47	5	3	0.75	1.0	whine	2021-03-16 18:07:07.059353
2020_10_31_13_32_33	198	0	0.0	0.25	play	2021-03-16 18:07:16.662195
2020_10_31_13_32_33	198	1	0.25	0.5	bark	2021-03-16 18:07:17.344181
2020_10_31_13_32_33	198	2	0.5	0.75	bark	2021-03-16 18:07:18.864308
2020_10_31_13_32_33	198	3	0.75	1.0	bark	2021-03-16 18:07:19.544496
2020_10_31_13_32_33	198	4	1.0	1.25	bark	2021-03-16 18:07:20.136655
2020_10_31_13_32_33	198	5	1.25	1.5	bark	2021-03-16 18:07:20.871760
2020_10_31_13_32_33	198	6	1.5	1.75	bark	2021-03-16 18:07:22.448071
2020_10_31_13_32_33	198	7	1.75	2.0	bark	2021-03-16 18:07:23.479294
2020_11_17_18_23_54	80	0	0.0	0.25	bark	2021-03-16 18:07:27.104533
2020_11_17_18_23_54	80	1	0.25	0.5	bark	2021-03-16 18:07:28.895863
2020_11_17_18_23_54	80	2	0.5	0.75	none	2021-03-16 18:07:31.221504
2020_11_17_18_23_54	80	3	0.75	1.0	play	2021-03-16 18:07:39.839295
2020_11_17_18_23_54	80	4	1.0	1.25	play	2021-03-16 18:07:40.559740
2020_11_17_18_23_54	80	5	1.25	1.5	play	2021-03-16 18:07:41.299614
2021_01_21_21_14_30	143	0	0.0	0.25	whine	2021-03-16 18:07:44.228471
2021_01_21_21_14_30	143	1	0.25	0.5	whine	2021-03-16 18:07:44.819776
2021_01_21_21_14_30	143	2	0.5	0.75	whine	2021-03-16 18:07:45.420336
2021_01_12_20_41_21	19	0	0.0	0.25	play	2021-03-16 18:07:49.645064
2021_01_12_20_41_21	19	1	0.25	0.5	play	2021-03-16 18:07:50.188624
2021_01_12_20_41_21	19	2	0.5	0.75	play	2021-03-16 18:07:50.669154
2021_01_12_20_41_21	19	3	0.75	1.0	play	2021-03-16 18:07:51.147636
2021_01_12_20_41_21	19	4	1.0	1.25	play	2021-03-16 18:07:51.604181
2021_01_12_20_41_21	19	5	1.25	1.5	play	2021-03-16 18:07:52.059980
2021_01_12_20_41_21	19	6	1.5	1.75	play	2021-03-16 18:07:52.503879
2021_01_12_20_41_21	19	7	1.75	2.0	play	2021-03-16 18:07:52.995544
2021_01_12_20_41_21	19	8	2.0	2.25	play	2021-03-16 18:07:53.459596
2021_01_12_20_41_21	19	9	2.25	2.5	play	2021-03-16 18:07:53.939287
2021_01_12_20_41_21	19	10	2.5	2.75	play	2021-03-16 18:07:54.420215
2021_01_14_10_07_32	132	0	0.0	0.25	whine	2021-03-16 18:07:58.043089
2021_01_14_10_07_32	132	1	0.25	0.5	whine	2021-03-16 18:07:58.492382
2021_01_14_10_07_32	132	2	0.5	0.75	whine	2021-03-16 18:07:58.932585
2021_01_14_10_07_32	132	3	0.75	1.0	whine	2021-03-16 18:07:59.323645
2021_01_14_10_07_32	132	4	1.0	1.25	whine	2021-03-16 18:07:59.708516
2021_01_14_10_07_32	132	5	1.25	1.5	whine	2021-03-16 18:08:00.099673
2021_01_14_10_07_32	132	6	1.5	1.75	whine	2021-03-16 18:08:00.564430
2020_12_13_17_59_45	3	0	0.0	0.25	whine	2021-03-16 18:08:02.795663
2021_01_19_13_59_02	2	0	0.0	0.25	whine	2021-03-16 18:08:07.732728
2021_01_19_13_59_02	2	1	0.25	0.5	whine	2021-03-16 18:08:08.211843
2021_01_19_13_59_02	2	2	0.5	0.75	whine	2021-03-16 18:08:08.681061
2021_01_19_13_59_02	2	3	0.75	1.0	whine	2021-03-16 18:08:09.137059
2020_11_08_17_09_57	152	0	0.0	0.25	play	2021-03-16 18:08:14.092219
2020_11_08_17_09_57	152	1	0.25	0.5	play	2021-03-16 18:08:14.652665
2020_11_08_17_09_57	152	2	0.5	0.75	play	2021-03-16 18:08:15.140093
2021_01_12_20_41_21	8	0	0.0	0.25	play	2021-03-16 18:08:18.520302
2021_02_14_14_11_26	207	0	0.0	0.25	whine	2021-03-16 18:08:23.512811
2021_02_14_14_11_26	207	1	0.25	0.5	whine	2021-03-16 18:08:24.016924
2021_02_14_14_11_26	207	2	0.5	0.75	whine	2021-03-16 18:08:24.469821
2021_02_14_14_11_26	207	3	0.75	1.0	whine	2021-03-16 18:08:24.929344
2020_11_15_18_23_18	180	0	0.0	0.25	bark	2021-03-16 18:08:28.155260
2020_11_15_18_23_18	180	1	0.25	0.5	bark	2021-03-16 18:08:28.757167
2020_11_15_18_23_18	180	2	0.5	0.75	bark	2021-03-16 18:08:29.470028
2020_11_15_18_23_18	180	3	0.75	1.0	bark	2021-03-16 18:08:30.809300
2020_11_15_18_23_18	180	4	1.0	1.25	howl	2021-03-16 18:08:31.648293
2020_11_15_18_23_18	180	5	1.25	1.5	bark	2021-03-16 18:08:32.375810
2020_11_15_18_23_18	180	6	1.5	1.75	bark	2021-03-16 18:08:32.975606
2021_03_03_12_47_56	489	0	0.0	0.25	whine	2021-03-16 18:08:35.975595
2021_03_03_12_47_56	489	1	0.25	0.5	whine	2021-03-16 18:08:36.533231
2021_03_03_12_47_56	489	2	0.5	0.75	whine	2021-03-16 18:08:37.097279
2021_01_16_14_38_31	19	0	0.0	0.25	whine	2021-03-16 18:08:39.480187
2021_01_16_14_38_31	19	1	0.25	0.5	whine	2021-03-16 18:08:40.024177
2021_01_16_14_38_31	19	2	0.5	0.75	whine	2021-03-16 18:08:40.585517
2020_11_07_16_55_23	88	0	0.0	0.25	play	2021-03-16 18:08:45.004435
2020_12_11_15_00_16	24	0	0.0	0.25	play	2021-03-16 18:08:47.544919
2021_02_11_16_56_39	22	0	0.0	0.25	bark	2021-03-16 18:08:50.444430
2021_02_11_16_56_39	22	1	0.25	0.5	bark	2021-03-16 18:08:51.069920
2021_02_11_16_56_39	22	2	0.5	0.75	bark	2021-03-16 18:08:51.605449
2021_02_11_16_56_39	22	3	0.75	1.0	bark	2021-03-16 18:08:52.365661
2021_02_11_16_56_39	22	4	1.0	1.25	bark	2021-03-16 18:08:53.013149
2020_11_29_15_42_52	168	0	0.0	0.25	whine	2021-03-16 18:08:58.933085
2020_11_29_15_42_52	168	1	0.25	0.5	whine	2021-03-16 18:08:59.636912
2020_11_29_15_42_52	168	2	0.5	0.75	whine	2021-03-16 18:09:00.228670
2020_11_16_19_15_50	109	0	0.0	0.25	bark	2021-03-16 18:09:05.163752
2020_11_16_19_15_50	109	1	0.25	0.5	bark	2021-03-16 18:09:05.772042
2020_11_16_19_15_50	109	2	0.5	0.75	bark	2021-03-16 18:09:06.309138
2020_11_16_19_15_50	109	3	0.75	1.0	bark	2021-03-16 18:09:06.840657
2020_11_16_19_15_50	109	4	1.0	1.25	bark	2021-03-16 18:09:07.340805
2020_11_16_19_15_50	109	5	1.25	1.5	bark	2021-03-16 18:09:07.860470
2020_11_16_19_15_50	109	6	1.5	1.75	bark	2021-03-16 18:09:08.333949
2020_11_16_19_15_50	109	7	1.75	2.0	bark	2021-03-16 18:09:08.817864
2020_11_16_19_15_50	109	8	2.0	2.25	bark	2021-03-16 18:09:09.301231
2020_11_16_19_15_50	109	9	2.25	2.5	bark	2021-03-16 18:09:09.846142
2020_11_16_19_15_50	109	10	2.5	2.75	bark	2021-03-16 18:09:10.388948
2020_11_16_19_15_50	109	11	2.75	3.0	bark	2021-03-16 18:09:10.966140
2020_11_16_19_15_50	109	12	3.0	3.25	bark	2021-03-16 18:09:12.766271
2020_11_15_18_23_18	154	0	0.0	0.25	bark	2021-03-16 18:09:15.833929
2020_11_15_18_23_18	154	1	0.25	0.5	bark	2021-03-16 18:09:16.450007
2020_11_15_18_23_18	154	2	0.5	0.75	bark	2021-03-16 18:09:17.075950
2020_11_15_18_23_18	154	3	0.75	1.0	bark	2021-03-16 18:09:17.676821
2020_11_07_16_55_23	120	0	0.0	0.25	play	2021-03-16 18:09:21.180904
2020_11_07_16_55_23	120	1	0.25	0.5	play	2021-03-16 18:09:21.737886
2020_11_17_18_23_54	220	0	0.0	0.25	play	2021-03-16 18:09:24.468221
2020_11_17_18_23_54	220	1	0.25	0.5	play	2021-03-16 18:09:25.019303
2020_11_07_16_55_23	132	0	0.0	0.25	play	2021-03-16 18:09:27.504029
2021_01_21_10_28_44	5	0	0.0	0.25	whine	2021-03-16 18:09:29.753045
2021_01_10_14_00_14	2	0	0.0	0.25	whine	2021-03-16 18:09:35.391955
2021_01_10_14_00_14	2	1	0.25	0.5	whine	2021-03-16 18:09:35.954311
2021_01_10_14_00_14	2	2	0.5	0.75	whine	2021-03-16 18:09:36.455929
2021_01_10_14_00_14	2	3	0.75	1.0	whine	2021-03-16 18:09:36.937047
2021_01_21_21_14_30	91	0	0.0	0.25	whine	2021-03-16 18:09:40.629994
2021_01_21_21_14_30	91	1	0.25	0.5	whine	2021-03-16 18:09:41.130137
2021_01_21_21_14_30	91	2	0.5	0.75	whine	2021-03-16 18:09:41.624943
2021_01_21_21_14_30	91	3	0.75	1.0	whine	2021-03-16 18:09:42.095956
2021_01_21_21_14_30	91	4	1.0	1.25	whine	2021-03-16 18:09:42.577664
2021_01_21_21_14_30	91	5	1.25	1.5	whine	2021-03-16 18:09:43.022047
2021_01_21_21_14_30	91	6	1.5	1.75	whine	2021-03-16 18:09:43.456668
2021_02_14_14_11_26	225	0	0.0	0.25	whine	2021-03-16 18:09:46.122544
2021_02_14_14_11_26	225	1	0.25	0.5	whine	2021-03-16 18:09:46.650022
2021_02_14_14_11_26	225	2	0.5	0.75	whine	2021-03-16 18:09:47.133742
2021_02_14_14_11_26	225	3	0.75	1.0	whine	2021-03-16 18:09:47.666315
2020_12_11_15_00_16	12	0	0.0	0.25	play	2021-03-16 18:09:50.474104
2020_12_11_15_00_16	12	1	0.25	0.5	play	2021-03-16 18:09:50.994409
2020_12_11_15_00_16	12	2	0.5	0.75	play	2021-03-16 18:09:51.482657
2021_01_10_14_00_14	1	0	0.0	0.25	play	2021-03-16 18:09:54.197167
